qna_id;question;answer;tags;query_1;query_2;query_3;query_4;query_5;query_6;query_7;query_8;query_9;query_10;query_11;query_12;query_13;query_14;query_15;query_16;query_17;query_18;query_19;query_20
147;Telafi (Bütünleme) sınavına nasıl katılabilirim?;"Öğrencilerin DD, DC, FF harf notlu derslerinden telafi sınavına girebilmeleri için herhangi bir başvuru yapmaları gerekmez. İlgili dersler için otomatik olarak sınav hazırlanmaktadır. Öğrencilerimiz, sınav giriş belgelerini ""https://auzefsinav.istanbul.edu.tr/"" https://auzefsinav.istanbul.edu.tr/ adresine AKSİS kullanıcı adı ve şifresi ile giriş yaparak alır. Sınav merkezlerine sınav giriş belgesi ve T.C. Kimlik Kartı ya da sınav giriş belgesinde belirtilen diğer muadil kimlik kartları ile girebilirler. Sınav giriş belgeleri sınavdan 1 hafta önce ""https://auzefsinav.istanbul.edu.tr/"" https://auzefsinav.istanbul.edu.tr/ de yayınlanır.";SINAV_HAKKINDA_BILGI-BUTUNLEME_SINAVI_SHB-BILGI;Telafi sınavına giriş için ne yapmam gerekmektedir?;Bütünleme sınavına katılmak için hangi şartları sağlamalıyım?;Telafi sınavına katılım süreci nasıl işlemektedir?;Bütünleme sınavına nasıl kaydolurum ve gerekli koşullar nelerdir?;Telafi sınavına katılabilmek için gereken adımlar nelerdir?;Bütünleme sınavı için başvuru süreci nasıl yürütülür?;Telafi sınavına giriş yapabilmek için başvuru nasıl yapılır?;Bütünleme sınavına nasıl katılabilirim?;bütünleme sınavına giriş için ne yapmam gerekmektedir?;;;;;;;;;;;
148;Telafi(Bütünleme) sınavında dikkat etmem gereken durumlar nelerdir?;"- Sınav süreleri ve sınav esnasında dikkat edilmesi gereken konular sınav giriş belgelerinde ve sınav kitapçıklarında yazılı olarak yer almaktadır.
- DD ve DC harf notu dersleri bulunan öğrenciler notlarını yükseltmek istemezlerse, optikte girmek istemedikleri derse ait alanda işaretleme yapmamalıdır. İşaretleme yapıldığı takdirde öğrencinin aldığı son not geçerli olacaktır.";SINAV_HAKKINDA_BILGI-BUTUNLEME_SINAVI_SHB-BILGI;Bütünleme sınavında nelere dikkat etmeliyim?;Telafi sınavına girerken hangi noktalara özen göstermeliyim?;Bütünleme sınavında başarılı olmak için dikkat edilmesi gerekenler nelerdir?;Telafi sınavında uygulamam gereken önemli kurallar nelerdir?;Bütünleme sınavı sırasında hangi hususlara dikkat etmeliyim?;Telafi sınavında başarıya ulaşmak için nelere dikkat etmem gerekiyor?;Bütünleme sınavında uymam gereken temel prensipler nelerdir?;Telafi sınavında göz önünde bulundurmam gerekenler nelerdir?;;;;;;;;;;;;
149;AUZEF sınavları kaç oturumda yapılır?;"Öğrencilerimizin bir dönemde aldıkları derslerin sınavları üç oturum olarak düzenlenir.
-  Öğrencilerimiz ilgili oturumda sorumlu oldukları derslerin sınavlarını belirtilen süreler dâhilinde tamamlar.";SINAV_HAKKINDA_BILGI-DIGER-BILGI;AUZEF sınavları toplam kaç oturumdan oluşmaktadır?;AUZEF sınavlarının oturum sayısı nedir?;AUZEF sınavları genellikle kaç oturumda gerçekleştirilir?;AUZEF tarafından düzenlenen sınavlar kaç oturumda tamamlanır?;AUZEF sınavlarının yapıldığı oturum sayısı kaçtır?;AUZEF sınavlarında kaç oturum bulunmaktadır?;AUZEF sınavları toplamda kaç oturum üzerinden yapılıyor?;AUZEF sınavlarının oturum sayıları hakkında bilgi verir misiniz?;;;;;;;;;;;;
150;Sınav sonuçlarını nasıl görebilirim?;"Sınav sonuçları ilk olarak ""https://auzefsinav.istanbul.edu.tr/"" buradan ilan edilir, ""https://auzefsinav.istanbul.edu.tr/ "" https://auzefsinav.istanbul.edu.tr/ adresine AKSİS kullanıcı adı ve şifresi ile giriş yapılır. Daha sonra notlar AKSİS' e aktarılır. Vize ve final sınavlarının ikisi de açıklandıktan sonra notlar AKSİS' e harf notu olarak işlenir.";SINAV_HAKKINDA_BILGI-DIGER-BILGI;Sınav sonuçlarımı nereden ve nasıl kontrol edebilirim?;Sınav sonuçlarımı görüntülemek için hangi adımları izlemeliyim?;Sınavlarımın sonuçlarına erişim için hangi platformu kullanmalıyım?;Sınav sonuçlarımı öğrenmek için nereye bakmalıyım?;Sınavımın sonuçlarını görüntüleme yöntemi nedir?;Sınav sonuçlarıma nasıl ulaşabilirim?;Sınav sonuçlarımı hangi kaynaktan öğrenebilirim?;Sınav sonuçlarımı görüntülemek için ne yapmam gerekiyor?;;;;;;;;;;;;
151;Harf notumu neden göremiyorum?;Bitirme sınav sonuçları yayınlanmadan AKSİS' te harf notları ilan edilmemektedir. Ara sınav ve final sınavlarının ikisi de açıklandıktan sonra notlar AKSİS' e harf notu olarak işlenir.;SINAV_HAKKINDA_BILGI-HARF_NOTU_SHB-BILGI;Harf notlarımı görüntüleyememe sebebi nedir?;Harf notlarım sistemde neden görünmüyor?;Harf notlarımı neden göremiyorum?;Harf notlarım gözükmüyor;Harf notlarım sistemde görünmüyor, bunun sebebi ne olabilir?;Harf notlarımı görüntüleyemiyorum, bu durumun nedeni nedir?;Harf notumu görememe problemi için ne yapmalıyım?;Harf notlarımın sistemde gözükmemesinin nedenleri neler olabilir?;;;;;;;;;;;;
152;AUZEF’te her dönem için kaç sınav yapılır?;AUZEF’te her yarıyılda en az bir ara sınav(vize), bir bitirme sınavı(final) ve telafi sınavı(bütünleme) olmak üzere 3 sınav yapılır. Ayrıca yılda bir defa olmak üzere bahar dönemi sonunda akademik takvimde belirtilen tarihte Mezuniyete Üç Ders sınavı yapılmaktadır. Sınavlar sınav merkezlerinde gözetimli olarak yüz yüze yapılır.;SINAV_HAKKINDA_BILGI-DIGER-BILGI;Her dönem AUZEF tarafından kaç sınav düzenlenir?;AUZEF'te her akademik dönemde gerçekleştirilen sınav sayısı nedir?;Bir dönem içinde AUZEF kaç sınav yapar?;Her öğretim döneminde AUZEF tarafından düzenlenen sınavların sayısı kaçtır?;AUZEF'te bir dönemde yapılan sınavların toplam sayısı nedir?;AUZEF her dönem ne kadar sınav gerçekleştirir?;AUZEF'teki bir öğretim dönemi içerisinde kaç adet sınav olmaktadır?;AUZEF akademik takviminde her dönem için planlanan sınav sayısı kaçtır?;;;;;;;;;;;;
153;Tercih ettiğim sınav merkezi dışında bir merkezde sınava girebilir miyim?;Sınav merkezi tercih sistemi her sınav dönemi öncesinde öğrencilerimizin tercihlerini güncelleyebilmeleri için açılmaktadır. Öğrencilerimiz sınavlarına “Sınav Merkezi Tercihi” döneminde tercih ettikleri sınav merkezinde girmek zorundadırlar. Belirlenen tarihler dışında sınav merkezi tercihi değiştirilemez. Tercihlere ait duyuru web sayfasından duyurulur.;SINAV_HAKKINDA_BILGI-DIGER-BILGI;Belirlediğim sınav merkezi haricinde başka bir yerde sınava katılma imkanım var mı?;Tercih ettiğim merkez dışında farklı bir sınav merkezinde sınava girebilir miyim?;Seçtiğim sınav merkezi dışında bir lokasyonda sınavımı yapma şansım nedir?;Tercihim olan sınav merkezinden başka bir yerde sınava girmem mümkün mü?;Seçmiş olduğum sınav merkezi haricinde başka bir merkezde sınava katılabilir miyim?;Belirlemiş olduğum sınav merkezinin dışında sınavlara giriş yapabilir miyim?;Tercih etmediğim bir sınav merkezinde sınava girebilir miyim ve bu nasıl işler?;Kaydolduğum sınav merkezi dışında bir yerde sınavımı verme olanağım var mı?;"Sınav yeri tercihimi değiştirebilir miyim? 
 
";;;;;;;;;;;
154;Cep telefonum ile sınava girebilir miyim?;Sınav salonlarına kesinlikle CEP TELEFONU ile girilemez.;SINAV_HAKKINDA_BILGI-DIGER-BILGI;Sınav esnasında cep telefonumu yanımda bulundurabilir miyim?;Sınav sırasında cep telefonu kullanımı mümkün müdür?;Sınava cep telefonumla girmem izin verilir mi?;Sınavlarda cep telefonu yanımda olabilir mi, bu konuda kurallar nelerdir?;Cep telefonum ile sınava katılmamın bir yolu var mı?;Sınav alanına cep telefonumu alabilir miyim veya bu mümkün mü?;Sınavlara girişte cep telefonumun yanımda olmasına izin verilir mi?;Cep telefonumu sınav esnasında kullanmam veya yanımda bulundurmam kabul edilebilir mi?;;;;;;;;;;;;
155;Sınava girerken yanımda ne götürmeliyim?;"Öğrencilerimizin sınava girebilmeleri için yanlarında Sınav Giriş Belgesi ve T.C. Kimlik Kartı ya da sınav giriş belgesinde belirtilen diğer muadil kimlik kartlarının bulunması yeterlidir. Sınav giriş belgeleri ""https://auzefsinav.istanbul.edu.tr/"" buradan AKSİS kullanıcı adı ve şifresi ile giriş yapılarak alınır. Sınav giriş belgeleri sınavdan 1 hafta önce ""https://auzefsinav.istanbul.edu.tr/"" burada yayınlanır.";SINAV_HAKKINDA_BILGI-DIGER-BILGI;Sınav salonuna girişte yanımda bulundurmam gereken malzemeler nelerdir?;Sınava katılırken hangi eşyaları yanıma almalıyım?;Sınava girerken yanımda olması gerekenler nelerdir?;Sınav esnasında ihtiyaç duyabileceğim şeyler nelerdir ve bunları yanıma almalı mıyım?;Sınav için gerekli olan malzemeleri nelerdir, yanımda ne getirmeliyim?;Sınava giderken yanıma alınması gereken temel araç gereçler nelerdir?;Sınava girerken yanımda ne tür malzemeler bulundurmalıyım?;Sınav günü yanımda hangi malzemeleri götürmem gerektiğini nereden öğrenebilirim?;;;;;;;;;;;;
156;Sınav notlarıma nereden ulaşabilirim?;"Sınav sonuçları ilk olarak""https://auzefsinav.istanbul.edu.tr/""  https://auzefsinav.istanbul.edu.tr/ adresinden ilan edilir, ""https://auzefsinav.istanbul.edu.tr/"" https://auzefsinav.istanbul.edu.tr/ adresine AKSİS kullanıcı adı ve şifresi ile giriş yapılır. Daha sonra notlar AKSİS' e aktarılır. Vize ve final olmak üzere iki sınav sonucu da açıklandıktan sonra sınav sonuçları AKSİS' e harf notu olarak işlenir.";SINAV_HAKKINDA_BILGI-DIGER-BILGI;Sınav sonuçlarımı görüntülemek istiyorum;Sınav notlarıma erişmek için nereye bakmalıyım?;Sınav sonuçlarımı öğrenmek için hangi platformu ziyaret etmeliyim?;Sınav notlarımı kontrol etmek istiyorum;Sınav sonuçlarıma nasıl ve nereden ulaşırım?;Sınav notlarımı görüntüleyebileceğim web sitesi veya platform hangisidir?;Sınav sonuçlarımı nereden takip edebilirim?;Sınav notlarıma erişim sağlamak için kullanmam gereken online sistem nedir?;;;;;;;;;;;;
157;Her ders için vize ve bitirme (final) notunun etki oranı nedir?;Bir ders için Ham Başarı Puanı, hesaplanırken vizenin  %30’ u, bitirme(final) notunun  ise %70’ i dikkate alınarak hesaplama yapılır.;SINAV_HAKKINDA_BILGI-DIGER-BILGI;Vize ve final notlarının ders başarısındaki ağırlığı nedir?;Her dersin not hesaplamasında vize ve final notlarının etkisi yüzde kaçtır?;Vize ve final sınavlarının her bir dersin genel notuna katkısı nedir?;Ders notlarının hesaplanmasında vize ve final notlarının payı ne kadardır?;Vize ve final sınavlarının ders başarı notuna etkisi ne orandadır?;Her bir ders için vize ve bitirme sınavının not üzerindeki etkisi yüzde kaç olarak belirlenmiştir?;Ders notlarının hesaplanmasında vize ve finalin oransal etkisi nedir?;Vize ve final notlarının ders notları üzerindeki etkisi ne şekilde hesaplanır?;;;;;;;;;;;;
158;Telafi (Bütünleme) Sınavı notu sınav başarı notunu yüzde kaç etkiler?;Telafi(bütünleme) sınavına giren öğrenciler için Telafi(bütünleme) sınavı bitirme(final) sınavı yerine geçer ve bitirme sınavı gibi toplam notun %70 ini etkiler.;SINAV_HAKKINDA_BILGI-DIGER-BILGI;Telafi sınavının final notundaki yüzdesel etkisi nedir?;Bütünleme sınavı notum genel başarı notumu ne oranda etkiler?;Bütünleme sınavının ders notlarına katkısı yüzde kaçtır?;Telafi sınavı notumun genel ders notuma etkisi ne kadar?;Bütünleme sınavı sonucum genel not ortalamamı yüzde kaç oranında etkiler?;Telafi sınavının genel not hesaplamasındaki etki oranı nedir?;Bütünleme sınavı notunun genel akademik performans üzerindeki etkisi ne kadardır?;Bütünleme sınavı notumun yüzdesel katkısı nedir?;;;;;;;;;;;;
159;Bitirme sınavına giremezsem ilgili derslerden kalır mıyım?;Final sınavına giremeyen öğrenciler Telafi(bütünleme) sınavına herhangi bir başvuru yapmadan girebilir. Telafi sınavının ham başarı puanına etkisi % 70 tir.;SINAV_HAKKINDA_BILGI-BITIRME_SINAVI_SHB-BILGI;Final sınavına katılamazsam dersten başarısız sayılır mıyım?;Bitirme sınavına girememe durumunda derslerden kalır mıyım?;Final sınavına katılmazsam derslerden kalmış olur muyum?;Bitirme sınavını kaçırırsam ilgili derslerden başarısız sayılacak mıyım?;Final sınavına giremezsem derslerden kalmış sayılır mıyım?;Bitirme sınavına katılamama durumum ders başarımı nasıl etkiler?;Final sınavını kaçırdığımda derslerden direk kalmış oluyor muyum?;Bitirme sınavına girememe halinde derslerden kalma durumu söz konusu mu?;;;;;;;;;;;;
160;Vize sınavına girmediğim dersin finaline girebilir miyim?;"Vize sınavına girmediğiniz dersin final sınavına  girebilirsiniz.
 Bir ders için Ham Başarı Puanı , ara sınavın %30 u, bitirme/telafi sınavlarının %70’i dikkate alınarak hesaplanır.";SINAV_HAKKINDA_BILGI-BITIRME_SINAVI_SHB-BILGI;Vize sınavını kaçırdığım bir derse final sınavında katılma hakkım var mı?;Vize sınavına katılmazsam final sınavına girebilir miyim?;Vize sınavına girmediğim dersin final sınavına girmem mümkün müdür?;Vizeye girememe durumunda final sınavı hakkım devam eder mi?;Vize sınavını kaçıran bir öğrenci olarak final sınavına katılabilir miyim?;Vize sınavına girmediğim bir ders için final sınavına katılma imkanım nedir?;Vize sınavına katılmadığım dersin finaline katılım sağlayabilir miyim?;Eğer bir dersin vize sınavını kaçırdıysam, final sınavına girebilir miyim?;;;;;;;;;;;;
161;Ara sınav (vize), bitirme (final) veya bütünleme (telafi) sınavına girmezsem ne olur?;Herhangi bir sebeple ara sınav, bitirme ve bütünleme(telafi) sınavlarına giremeyen veya sınavı geçersiz olan öğrenci bu derslerin sınavlarından sıfır (0) puan almış kabul edilir.;SINAV_HAKKINDA_BILGI-DIGER-BILGI;Vize, final veya bütünleme sınavlarına katılmazsam akademik sonuçlarım nasıl etkilenir?;Bir veya daha fazla sınavı kaçırmam durumunda ne gibi akademik yaptırımlarla karşılaşırım?;Sınavlara katılmama durumunda başarısızlık veya diğer olası sonuçlar nelerdir?;Vize veya final sınavlarına giremezsem derslerden kalma ihtimalim var mı?;Sınavlardan herhangi birine girememe durumunda derslerim etkilenir mi?;Sınavlara katılmadığım takdirde öğrenci statüm ne olur?;Vize, final veya bütünleme sınavlarına katılmazsam akademik durumum ne olur?;Bir dersin vize veya final sınavına katılmadığımda bu durum not ortalamama nasıl yansır?;;;;;;;;;;;;
162;Mezuniyete Üç Ders Sınavı başarı notu, nasıl hesaplanır. Ara sınav, bitirme ve bütünleme sınavı notları üç ders sınav notlarımı etkiler mi?;"Mezuniyete Üç Ders Sınavı başarı notu, mutlak değerlendirme sistemine göre hesaplanır; değerlendirmede ara sınav, yarı yılsonu bitirme ve bütünleme sınavı notları dikkate alınmaz. Geçme notu Mutlak değerlendirme aralıklarına göre 50 dir. İstanbul Üniversitesi Ön lisans ve Lisans Eğitim ve Öğretim Yönetmeliği’ne göre belirlenen ve Mezuniyete Üç Ders sınavında değerlendirme için kullanılan mutlak değerlendirme sistemi harf notu puan aralıklarına ""https://auzef.istanbul.edu.tr/tr/content/olcme-degerlendirme/mezuniyete-uc-ders-sinavi"" buradan ulaşabilirsiniz.";SINAV_HAKKINDA_BILGI-MEZUNIYETE_UC_DERS_SINAVI_SHB-BILGI;Mezuniyete Üç Ders Sınavındaki başarı notumun hesaplanma yöntemi nedir ve diğer sınav notlarım bu notu etkiler mi?;Üç Ders Sınavında alacağım not, diğer sınavlarımın notlarından bağımsız mı hesaplanır?;Mezuniyete Üç Ders Sınavı notumun hesaplanmasında ara sınav ve final notlarımın etkisi var mıdır?;Üç Ders Sınavında başarı puanım diğer sınav notlarımla nasıl bir ilişki içindedir?;Mezuniyete Üç Ders Sınavı not hesaplamasında ara sınav ve final notlarımın etkisi ne şekildedir?;Ara sınav, final ve bütünleme notlarımın, Mezuniyete Üç Ders Sınavına etkisi nedir?;Mezuniyet Üç Ders Sınavı notumun kalkülasyonunda diğer sınav notlarım dikkate alınır mı?;Üç Ders Sınavı başarı notumun hesaplanmasında, diğer sınavlardan aldığım notlar etkili olur mu?;Ara sınav, bitirme ve bütünleme sınavı notları mezuniyete üç ders sınav notlarımı etkiler mi?;;;;;;;;;;;
163;Açık öğretim öğrencisiyim herhangi bir dersten geçmem için en az kaç almalıyım?;"Başarı notunun belirlenmesi ve harf notları 
MADDE 23 – (1) Bitirme/bütünleme sınav notu değerlendirme alt sınırı esasları aşağıda 
belirtilmiştir:_ 
(2) ( Değişik: RG-18/09/2022- 31957) Ham Başarı Notu (HBN), öğrencilerin yarıyıl/yıliçi etkinlikleri 
ve yarıyıl/yılsonu sınavından aldığı puanın ağırlık katsayısına göre ortalamasının alınması ile 
hesaplanan puandır. Fakültemiz programlarında HBN, yarıyıl/yıl içi etkinleri için toplamda %30; 
yarıyıl/yılsonu sınavı için %70 oranında ağırlık katsayısı kullanılarak hesaplanır. 
(3) HBN’si 35’in altında kalan ve/veya bitirme/bütünleme sınavına hakkı olduğu hâlde girmeyen ya da 
devamsızlık sebebi ile giremeyen öğrencilerin notları bağıl değerlendirme sistemindeki hesaplamaya 
dâhil edilmez. Bunlardan HBN’si 35’in altında kalan ve/veya bitirme/bütünleme sınavına girmeyen 
öğrenciler doğrudan FF harf notu alarak kalırlar. HBN’si 100 olan öğrenciler bağıl değerlendirme 
sistemine dâhil edilmezler ve doğrudan AA alırlar. 
(4) Bağıl değerlendirme sisteminde başarı puanlarının harf notlarına çevrilmesinde Senato tarafından 
belirlenen esaslara göre tespit edilen formül kullanılır. 
(5) Bağıl değerlendirme aralıkları, değerlendirmeye katılan öğrenci sayısı ve bu öğrencilerin puanlarına 
göre oluşan standart sapma değeri dikkate alınarak Senato tarafından belirlenen esaslara göre tespit 
edilir. 
(6) Bütünleme sınavındaki HBN ortalaması bitirme sınavındaki HBN ortalamasından küçük veya eşit 
ise bütünleme sınavındaki harf notlarının aralıkları, bitirme sınavında oluşan aralıklar esas alınarak 
belirlenir. Diğer durumlarda ise bütünleme sınavının değerlendirmesi bağımsız yapılır.";SINAV_HAKKINDA_BILGI-DIGER-BILGI;Açık öğretimde bir dersi geçebilmek için gereken minimum not nedir?;Açık öğretimde bir dersten başarılı sayılmak için alınması gereken en düşük not kaçtır?;Açık öğretim sisteminde bir dersi geçmek için hangi not aralığında olmam gerekir?;Açık öğretimde ders geçme kriterleri nelerdir, başarılı olmak için hangi notu almalıyım?;Bir açık öğretim öğrencisi olarak derslerden geçmek için alınması gereken puan nedir?;Açık öğretimde bir dersten geçebilmek için minimum not sınırı kaçtır?;Açık öğretimde bir dersi başarıyla tamamlamak için alınması gereken en az puan nedir?;Açık öğretimde bir dersten geçebilmek için ihtiyacım olan not ne kadar olmalıdır?;dersinin harf notunu öğrenebilir miyim?;;;;;;;;;;;
164;Uzaktan öğretim öğrencisiyim herhangi bir dersten geçmem için en az kaç almalıyım?;"Uzaktan öğretim programlarında öğrencilerin, yarıyıl/yıl içi
etkinlik notlarına bakılmaksızın bir dersten koşullu veya doğrudan geçebilmeleri için en az 40 (kırk)
puan almaları gerekir. Bitirme/bütünleme sınavında bu değerlerin altında not alan veya bu sınavlara
girmeyen öğrenciler FF harf notu alarak başarısız sayılır.";SINAV_HAKKINDA_BILGI-DIGER-BILGI;Uzaktan öğretimde bir dersi geçmek için gerekli olan minimum not nedir?;Uzaktan eğitim sisteminde bir dersi başarıyla geçebilmek için alınması gereken en düşük not kaçtır?;Uzaktan öğretimde ders geçme notu ne kadar olmalıdır?;Uzaktan öğretimde bir dersten geçmek için gereken not aralığı nedir?;Bir uzaktan öğretim öğrencisi olarak derslerden geçebilmek için hangi puanı hedeflemeliyim?;Uzaktan eğitimde ders başarısı için minimum puan limiti nedir?;Uzaktan öğretimde bir dersten geçiş notu nedir, ne kadar almam gerekiyor?;Uzaktan öğretimde bir dersi geçmek için gereken puan nedir ve nasıl hesaplanır?;;;;;;;;;;;;
165;Ham Başarı Notu (HBN) nedir, nasıl hesaplanır?;"Ham Başarı Notu (HBN), öğrencilerin yarıyıl/yıliçi etkinlikleri ve yarıyıl/yılsonu sınavından aldığı puanın ağırlık katsayısına göre ortalamasının alınması ile hesaplanan puandır. Fakültemiz programlarında HBN, yarıyıl/yıl içi etkinleri için toplamda %30; yarıyıl/yılsonu sınavı için %70 oranında ağırlık katsayısı kullanılarak hesaplanır";SINAV_HAKKINDA_BILGI-DIGER-BILGI;Ham Başarı Notunun tanımı nedir ve bu notun hesaplanma yöntemi nasıldır?;Ham Başarı Notu (HBN) hesaplama süreci hakkında bilgi verebilir misiniz?;HBN kavramı ne anlama gelir ve bu notun hesaplaması nasıl yapılır?;AUZEF'te Ham Başarı Notu neyi ifade eder ve hesaplama metodu nedir?;HBN'nin tanımı ve hesaplanma formülü nedir?;Ham Başarı Notu (HBN) ne demektir ve nasıl hesaplanmaktadır?;HBN değeri neyi gösterir ve bu not nasıl hesaplanır?;Ham Başarı Notu nedir ve bu notun hesaplanış şekli nasıldır?;;;;;;;;;;;;
166;AUZEF'te Ham Başarı Notu (HBN) nedir, bir dersten koşullu ya da doğrudan geçmem için en az kaç almam gerekir?;"Ham Başarı Notu (HBN), öğrencilerin yarıyıl/yıl içi etkinlikleri ve yarıyıl/yılsonu sınavından aldığı puanın ağırlık katsayısına göre ortalamasının alınması ile hesaplanan puandır. Fakültemiz programlarında HBN, Ara sınavın %30'u; Final/Telafi sınavının %70'i alınarak HBN hesaplanır. 
HBN’si 35’in altında kalan ve/veya Final/Telafi sınavına hakkı olduğu hâlde girmeyen ya da
devamsızlık sebebi ile giremeyen öğrencilerin notları bağıl değerlendirme sistemindeki hesaplamaya
dâhil edilmez. Bunlardan HBN’ si 35’in altında kalan ve/veya bitirme/bütünleme sınavına girmeyen
öğrenciler doğrudan FF harf notu alarak kalırlar. HBN’ si 100 olan öğrenciler bağıl değerlendirme
sistemine dâhil edilmezler ve doğrudan AA alırlar.";SINAV_HAKKINDA_BILGI-DIGER-BILGI;AUZEF'te bir dersi koşullu veya doğrudan geçmek için gerekli olan Ham Başarı Notu minimumu nedir?;AUZEF'te HBN puan aralığı ne olmalıdır ki bir dersten geçeyim?;dersten geçmek için Ham Başarı Notumun en az ne kadar olması gerekir?;AUZEF'te dersten geçebilmem için gereken Ham Başarı Notu limiti nedir?;Bir dersi koşullu veya doğrudan geçmek için AUZEF'te en az alınması gereken HBN kaçtır?;AUZEF'te bir dersi geçebilmek için Ham Başarı Notunu nereden öğrenebilirim?;AUZEF'teki bir dersten geçmek için gereken Ham Başarı Notu (HBN) nedir?;AUZEF'te bir dersten geçebilmek için minimum HBN ne kadar olmalıdır?;Ham Başarı Notu (HBN) nedir;;;;;;;;;;;
167;AUZEF'te bağıl değerlendirme var mıdır, nasıl hesaplanır?;AUZEF'te notlar bağıl değerlendirmeye göre hesaplanır. Bağıl değerlendirme sisteminde başarı puanlarının harf notlarına çevrilmesinde Senato tarafından belirlenen esaslara göre tespit edilen formül kullanılır. Bağıl değerlendirme aralıkları, değerlendirmeye katılan öğrenci sayısı ve bu öğrencilerin puanlarına göre oluşan standart sapma değeri dikkate alınarak Senato tarafından belirlenen esaslara göre tespit edilir. Bütünleme sınavındaki HBN ortalaması bitirme sınavındaki HBN ortalamasından küçük veya eşit ise bütünleme sınavındaki harf notlarının aralıkları, bitirme sınavında oluşan aralıklar esas alınarak belirlenir. Diğer durumlarda ise bütünleme sınavının değerlendirmesi bağımsız yapılır.;SINAV_HAKKINDA_BILGI-DIGER-BILGI;AUZEF'te notlar bağıl değerlendirme ile mi hesaplanır?;AUZEF'te bağıl not değerlendirme sistemi kullanılıyor mu?;AUZEF not hesaplamasında bağıl değerlendirme nasıl yapılır?;AUZEF'te bağıl değerlendirme yöntemi nedir?;bağıl değerlendirme ile hesaplanma yöntemi?;AUZEF'te uygulanan bağıl değerlendirme sistemine dair bilgi almak istiyorum?;AUZEF notlarında bağıl değerlendirme kullanılıp kullanılmadığını nasıl öğrenirim?;AUZEF'te öğrenci notlarının belirlenmesinde bağıl değerlendirme metodu var mıdır?;;;;;;;;;;;;
168;AUZEF'te mazeret sınavı var mıdır, mazeret sınavına girebilir miyim?;Sınavlara katılmayan öğrenciler için mazeret sınavı veya başka bir tekrar sınavı yapılmaz. Final sınavına giremeyen ya da FF, DD, DC harf notlu dersi olan öğrenciler ilgili dersleri için telafi sınavına girebilmektedir.;SINAV_HAKKINDA_BILGI-DIGER-BILGI;AUZEF'te mazeret sınavı uygulaması mevcut mudur?;AUZEF'te kaçırdığım sınavlar için mazeret sınavına başvurabilir miyim?;Eğer bir sınavı kaçırırsam AUZEF'te mazeret sınavına girebilir miyim?;AUZEF'te mazeret sınavı olanakları var mı ve nasıl başvurabilirim?;AUZEF'te mazeret sınavına katılmak için ne yapmalıyım?;AUZEF'te mazeret sınavı düzenleniyor mu katılma şartları nelerdir?;Mazeret sınavı hakkı AUZEF'te nasıl işliyor ve başvuru koşulları nedir?;AUZEF'te mazeret sınavı var mı katılma şansım nedir?;mazeret sınavına katılma hakkım var mı?;;;;;;;;;;;
169;Daha önce almadığım dersler için mezuniyete üç ders sınavına başvurabilir miyim?;"Daha önce alınmamış veya devamsızlıktan kalınan ders/dersler için Mezuniyete Üç Ders Sınavı hakkı yoktur ve sınav için başvuru yapamazsınız.
Daha önce alınmamış bir ders için mezuniyete üç ders sınavına girilemez.";SINAV_HAKKINDA_BILGI-MEZUNIYETE_UC_DERS_SINAVI_SHB-BILGI;Daha önceden almadığım dersler için Mezuniyete Üç Ders Sınavına başvurma hakkım var mı?;Mezuniyete Üç Ders Sınavında henüz almadığım dersler için sınava girme imkanım nedir?;Henüz kayıt olmadığım dersler için Mezuniyete Üç Ders Sınavına katılabilir miyim?;Mezuniyete Üç Ders Sınavına daha önce hiç almadığım dersler için başvuru yapabilir miyim?;Üç Ders Sınavına, daha önce programımda yer almayan dersler için de başvurabilir miyim?;Hiç almadığım bir ders için Mezuniyete Üç Ders Sınavından yararlanabilir miyim?;Önceden almadığım dersler için Üç Ders Sınavına girebilir miyim?;Daha önce almadığım dersler için Üç Ders Sınavına girebilir miyim?;;;;;;;;;;;;
170;Harf notumu nasıl öğrenebilirim?;Final (Bitirme) veya Telafi (Bütünleme) sınav sonuçları AKSİS' te ilan edildikten sonra tüm derslerin bağıl değerlendirmesi yapılarak harf notları ilan edilir. AKSİS Not Kartı ekranı ve Sınav Sonuçları ve Notlar kısmından veya Öğrenme Yönetim Sistemi üzerindeki Sınav Sonuçları ekranından görüntüleyebilirsiniz.;SINAV_HAKKINDA_BILGI-HARF_NOTU_SHB-BILGI;Harf notlarımı görüntülemek istiyorum?;Harf notlarımı kontrol etmek için nereye bakmalıyım?;Harf notlarımı nereden ve nasıl öğrenebilirim?;Harf notlarımın ne olduğunu öğrenmek için hangi adımları izlemeliyim?;Harf notlarıma ulaşmak için hangi platformu kullanmam gerekiyor?;Derslerimin harf notlarını görüntüleyebileceğim online sistem nedir?;Kendi harf notlarımı sorgulamak için hangi kaynakları kullanabilirim?;Derslerime ait harf notlarını nereden öğrenebilirim?;;;;;;;;;;;;
